algo,calibrated_on,evaluated_on,N_pos,N_neg,accuracy,precision,recall_TPR,specificity_TNR,F1,FAR_FPR,FRR,balanced_accuracy,roc_auc,eer,tau_star
MobileNetV2 (verification),val,test,2570,2570,0.8060311284046693,0.8003054600992745,0.8155642023346303,0.7964980544747081,0.807862786664097,0.20350194552529183,0.18443579766536966,0.8060311284046693,0.8830586382836985,0.20458937198067634,0.5635906457901001
