algo,top1_acc,top5_acc,prec_macro,rec_macro,f1_macro,prec_micro,rec_micro,f1_micro,prec_weighted,rec_weighted,f1_weighted,roc_auc_macro_ovr,eer
MobileNetV2,0.7167919799498746,0.9348370927318296,0.7305376561918059,0.6931430809389463,0.6892441891482828,0.7167919799498746,0.7167919799498746,0.7167919799498746,0.7440317915387169,0.7167919799498746,0.710969793441889,0.9797905073026718,0.19883268482490268
